ra_deg	dec_deg	v_mag	b_v
99.88118	24.60016	6.43	0.523
99.88800	28.26313	6.02	-0.087
99.90094	-23.69566	6.05	-0.031
99.92775	-30.47049	5.70	1.134
99.94882	12.98277	5.99	0.063
99.99119	44.01411	6.35	1.222
100.01204	-80.81359	5.61	0.214
100.12032	77.99578	5.75	1.488
100.13438	71.74879	5.88	1.223
100.24442	9.89575	4.66	-0.233
100.27267	0.49532	5.79	-0.094
100.30904	-40.34985	6.16	-0.146
100.32175	11.00320	6.19	1.675
100.33707	28.19664	6.45	1.090
100.34142	16.39765	6.28	-0.016
100.40732	35.93193	6.48	0.509
100.48495	-9.16754	5.21	1.525
100.49680	6.34542	6.36	-0.084
100.56825	-38.39879	6.28	0.346
100.60136	17.64530	5.20	0.063
100.69185	-22.44859	6.26	0.321
100.77071	44.52445	5.04	1.479
100.77756	3.03380	6.18	1.366
100.80726	37.14738	6.21	1.026
100.84730	-39.19312	6.30	0.258
100.90316	-73.11821	6.36	0.960
100.91102	3.93253	5.88	-0.046
100.98302	25.13112	3.06	1.377
100.99705	13.22802	4.49	1.167
101.04796	53.29594	6.28	1.089
101.05218	36.10926	6.37	0.065
101.05329	-54.69551	6.47	-0.119
101.11861	-31.07052	5.23	-0.127
101.18941	28.97093	5.42	1.445
101.21647	-27.34167	6.43	0.550
101.23186	-70.43376	6.10	1.335
101.28716	-16.71612	-1.44	0.009
101.32235	12.89559	3.35	0.443
101.34558	-31.79366	5.92	0.491
101.34735	-23.46243	6.04	1.205
101.37995	-30.94898	5.62	-0.138
101.47382	-52.40969	5.81	1.551
101.47583	12.69356	6.47	0.344
101.49748	-14.79613	5.30	0.075
101.55062	-37.77532	6.19	-0.123
101.55888	59.44167	4.86	0.084
101.55896	79.56481	5.44	0.525
101.63507	8.58715	5.92	-0.173
101.66257	-10.10736	5.66	-0.048
101.67356	-54.69503	6.45	0.858
101.68474	43.57743	5.24	0.575
101.70629	57.16918	5.34	0.964
101.71288	-14.42597	5.28	-0.024
101.71947	-51.26567	5.39	1.330
101.74405	-87.02496	6.46	0.429
101.75618	-21.01540	6.07	-0.159
101.82795	-55.53999	5.60	1.549
101.83263	8.03725	4.77	1.396
101.83916	-37.92970	5.27	-0.078
101.84774	18.19345	6.35	0.066
101.90509	-8.99850	5.08	1.795
101.91490	48.78948	5.22	1.131
101.96521	2.41216	4.48	1.099
102.04772	-61.94139	3.24	0.225
102.05122	55.70419	5.54	
102.07944	-1.31892	5.75	0.292
102.24057	-15.14473	5.39	-0.096
102.26524	1.00206	6.16	-0.134
102.31837	-2.27204	5.75	-0.098
102.42213	32.60676	5.72	1.298
102.43334	-24.07607	6.31	0.054
102.43451	37.51275	6.49	1.553
102.45765	16.20289	5.87	-0.136
102.46025	-32.50848	3.50	-0.116
102.46381	-53.62245	4.41	0.899
102.47757	-46.61456	5.14	0.460
102.48403	-50.61456	2.94	1.207
102.50423	-60.24915	6.11	0.457
102.59070	-17.08455	5.77	1.435
102.59729	-31.70606	5.74	0.094
102.60624	13.41318	5.68	1.329
102.65400	-25.77839	6.32	-0.183
102.67626	-8.04100	6.31	0.011
102.69144	41.78123	4.99	1.256
102.70763	-0.54088	5.78	0.396
102.71814	-34.36732	4.99	1.379
102.73787	67.57193	5.14	-0.152
102.86244	-70.96341	5.41	-0.110
102.88575	-48.29275	6.42	1.207
102.88769	21.76115	5.28	-0.020
102.91407	3.04199	6.37	0.052
102.92675	-36.23027	5.94	0.183
102.99994	23.60172	5.68	1.467
103.09525	-5.31628	6.30	0.977
103.18927	-59.34119	6.41	0.181
103.19641	-43.97559	6.47	-0.101
103.19724	33.96125	3.60	0.102
103.20612	8.38037	5.75	0.270
103.25125	-26.95763	6.33	1.408
103.25588	38.86916	6.10	0.406
103.26475	35.78800	6.03	1.455
103.27104	59.44854	5.34	0.675
103.28158	44.83994	6.24	0.239
103.30584	38.43801	6.32	0.516
103.32839	-19.03276	5.65	0.279
103.34100	-18.93284	6.13	0.156
103.34334	10.99665	6.30	0.962
103.38711	-20.22425	4.82	-0.212
103.39143	-28.53979	6.05	0.708
103.42604	68.88831	5.11	-0.114
103.48105	-24.53876	6.23	0.016
103.48781	38.50502	6.46	-0.044
103.50941	-50.61160	6.24	0.988
103.53314	-24.18421	3.89	1.740
103.53580	-5.85219	6.39	0.174
103.54749	-12.03863	4.08	1.418
103.60277	-1.12700	5.44	0.167
103.61118	-42.36557	6.32	2.287
103.66098	13.17783	4.73	0.321
103.67518	-1.75649	6.20	0.487
103.74549	-2.80359	6.03	1.102
103.76141	-20.40488	5.80	0.048
103.81107	43.91003	6.16	0.314
103.81328	45.82641	6.31	0.945
103.82778	25.37570	5.74	0.573
103.89423	8.32429	6.28	0.037
103.90596	-20.13650	4.66	0.374
103.94553	-22.94144	5.29	-0.163
103.97822	-31.79018	6.36	-0.155
104.02769	-14.04343	5.00	1.182
104.03427	-17.05424	4.36	-0.063
104.06663	-48.72114	4.94	1.668
104.10764	9.95658	5.90	-0.085
104.13357	46.27400	5.85	-0.079
104.14365	-79.42019	5.45	0.041
104.19042	-35.34133	6.27	1.278
104.23354	46.70535	5.88	1.093
104.25040	-8.17929	6.31	0.641
104.25216	33.68104	5.91	0.878
104.30474	57.56329	6.03	1.495
104.31919	58.42276	4.35	0.850
104.32327	-35.50715	6.23	0.465
104.32709	37.39472	6.48	1.673
104.35661	11.90755	6.26	0.349
104.39128	-24.63084	5.45	0.390
104.40461	45.09409	4.90	0.027
104.42763	-27.53751	6.22	-0.147
104.53147	-27.16438	6.36	-0.186
104.60456	-34.11171	5.07	-0.154
104.64958	-25.41416	5.59	-0.162
104.65154	-56.39485	6.46	0.389
104.65645	-28.97208	1.50	-0.211
104.66214	7.62230	6.25	0.105
104.66560	-55.72912	6.26	1.160
104.67387	-45.76759	6.23	-0.006
104.68207	-30.99804	6.41	-0.137
104.69754	26.08108	6.20	0.520
104.73760	3.60236	5.96	1.056
104.76186	38.05232	6.02	1.218
104.83406	7.31697	6.34	-0.106
104.86638	25.91417	6.40	-0.111
104.91356	-21.60288	6.26	-0.164
104.96057	-67.91644	5.18	1.396
105.01682	76.97741	4.55	1.365
105.03451	-20.15842	6.32	-0.134
105.06593	16.07900	5.73	1.641
105.07515	-5.36716	6.29	0.572
105.09899	-8.40682	5.95	-0.075
105.16391	-9.20297	6.49	0.142
105.17713	-28.48957	6.28	0.449
105.20728	-33.46553	6.39	1.052
105.21452	-51.40258	5.14	1.652
105.27131	-58.93994	6.01	0.297
105.27478	-25.21563	5.64	-0.165
105.33924	70.80830	5.69	1.337
105.42978	-27.93483	3.49	1.729
105.47049	-1.34588	6.20	1.286
105.48494	-5.72207	5.22	1.687
105.56450	-43.40387	6.44	-0.039
105.57289	15.33601	5.78	1.140
105.60325	24.21545	5.20	0.953
105.60639	17.75552	5.96	1.518
105.63870	16.67445	5.86	1.659
105.72824	-4.23923	4.99	-0.195
105.75614	-23.83329	3.02	-0.077
105.81291	-59.17811	5.50	-0.125
105.82465	9.13835	5.96	0.126
105.87691	29.33708	5.93	0.595
105.90863	10.95182	5.14	1.391
105.93955	-15.63329	4.11	-0.112
105.96500	12.59424	6.01	1.584
105.97337	-49.58392	4.92	0.140
105.98882	-43.60804	5.56	0.624
105.98940	-10.12377	6.44	-0.067
106.01164	-42.33728	5.20	0.198
106.02187	-5.32398	5.63	1.290
106.02722	20.57030	4.01	0.899
106.07638	-56.74972	5.14	-0.032
106.19605	-22.03169	6.09	1.225
106.28745	47.77504	6.37	-0.048
106.31821	-50.36004	6.47	1.424
106.32654	22.63746	6.00	-0.027
106.38341	-34.77770	6.15	0.353
106.41261	9.18580	5.78	1.513
106.41581	52.75856	6.17	0.102
106.46529	70.73192	6.49	1.568
106.50203	-30.65571	6.34	-0.131
106.50515	59.80185	6.40	1.190
106.50944	-38.38285	6.09	0.702
106.54830	34.47397	5.55	0.909
106.55963	-68.83758	6.47	1.039
106.64986	-12.39395	6.48	-0.124
106.66986	-11.29401	5.41	0.033
106.71865	-24.96057	6.09	1.341
106.77696	4.91058	6.10	-0.129
106.77949	-40.89327	5.80	-0.158
106.80537	-51.96828	5.96	0.996
106.81781	-59.71642	6.46	-0.113
106.84333	34.00929	5.94	1.507
106.84411	-23.84072	5.75	-0.117
106.85366	28.17669	6.47	-0.081
106.95620	7.47121	5.74	1.176
107.05530	33.83239	6.31	1.356
107.09183	15.93067	5.47	1.020
107.09785	-26.39320	1.83	0.671
107.15101	37.44510	6.19	1.212
107.17655	-70.49709	5.68	0.436
107.18694	-70.49893	3.78	1.006
107.21278	-39.65566	4.83	-0.179
107.33438	-10.34657	6.23	-0.018
107.38902	-16.23451	6.00	0.040
107.42927	-25.23103	5.69	-0.158
107.52783	21.24699	6.43	0.880
107.53902	-18.68564	6.23	0.419
107.55701	-4.23711	4.91	1.020
107.58050	-27.49152	5.46	0.998
107.69785	-48.93210	5.12	1.251
107.78488	30.24516	4.41	1.261
107.84611	26.85659	5.75	0.130
107.84840	-0.30193	5.44	0.310
107.91386	39.32055	4.91	1.451
107.92335	-20.88306	5.84	-0.038
107.96410	5.65470	6.07	-0.016
107.96608	-0.49276	4.15	-0.005
108.00824	-63.19006	6.03	-0.011
108.01704	-30.82136	6.10	0.273
108.03122	5.47435	6.15	1.142
108.05090	-25.94259	5.91	-0.170
108.06586	-40.49881	5.30	0.072
108.10760	-36.54438	5.94	-0.145
108.10991	24.12859	5.85	0.397
108.14011	-46.75930	4.49	0.324
108.20453	27.22482	6.46	0.502
108.27997	-11.25134	5.77	1.508
108.30563	-45.18274	4.87	-0.003
108.34282	16.15897	5.07	1.653
108.34750	51.42875	5.46	1.640
108.35010	-22.67424	5.99	1.481
108.38466	-44.63974	4.42	1.331
108.40187	-27.35636	6.12	-0.234
108.45161	-22.90578	6.34	-0.184
108.48891	-30.33979	6.32	-0.183
108.49181	71.81658	6.36	1.119
108.54521	-3.90178	5.80	1.585
108.56338	-26.35251	4.42	-0.170
108.56467	-9.94753	5.90	1.528
108.58359	3.11141	5.36	1.193
108.61772	-10.31624	6.02	-0.173
108.63592	12.11582	5.71	1.007
108.65892	-48.27193	4.75	-0.091
108.67492	24.88498	5.84	1.554
108.69174	-46.84967	5.72	-0.109
108.70273	-26.77267	4.01	-0.150
108.71317	-27.03800	5.58	1.220
108.73814	-41.42639	5.95	-0.146
108.83086	-0.16128	6.42	0.901
108.83780	-30.68645	5.36	-0.155
108.83845	-52.49923	5.96	1.099
108.91429	7.97774	5.78	1.537
108.93017	-10.58361	5.95	1.173
108.94707	-23.74028	6.34	-0.018
108.95891	47.23996	5.54	0.576
108.97876	59.63747	5.20	1.081
108.98819	27.89742	5.75	1.605
109.06064	-15.58569	5.46	0.079
109.06447	-46.77453	5.64	1.441
109.13271	-38.31893	5.81	-0.133
109.14580	-27.88118	4.66	1.589
109.15347	-23.31559	4.83	1.601
109.15982	-23.31094	6.02	0.317
109.20587	-36.59263	5.03	-0.161
109.20760	-67.95715	3.97	0.760
109.23840	-30.89701	6.30	0.200
109.26417	26.68948	6.38	0.883
109.28565	-37.09747	2.71	1.616
109.38193	-6.68000	6.29	1.624
109.39050	52.13107	5.93	1.259
109.42769	38.87626	6.48	0.995
109.45005	-26.79756	6.45	-0.153
109.50922	40.88339	5.87	0.181
109.51705	30.95587	6.19	-0.024
109.51770	-43.98679	5.86	-0.117
109.52324	16.54038	3.58	0.106
109.57664	-36.73396	4.65	-0.099
109.63324	49.46476	5.00	0.087
109.63963	-39.21029	5.24	0.026
109.65911	-36.74274	5.11	-0.170
109.66825	-24.55870	4.88	-0.160
109.67703	-24.95438	4.37	-0.132
109.71364	-26.58585	5.29	0.956
109.75800	-19.28030	6.06	0.612
109.80702	-33.72717	6.31	1.302
109.84321	2.74069	5.90	1.069
109.86742	-16.39524	5.70	0.346
109.94852	7.14295	5.91	0.537
110.02850	15.14293	6.45	0.009
110.03074	21.98232	3.50	0.374
110.08927	-52.31152	5.50	0.483
110.16170	-52.08592	5.38	-0.069
110.22882	-26.96384	6.00	-0.172
110.24286	-14.36049	5.59	0.971
110.26291	42.65591	6.33	1.404
110.26805	-25.89164	5.87	1.604
110.32291	45.22820	5.74	0.342
110.48692	20.44366	5.09	1.528
110.50856	-8.97938	6.42	-0.189
110.51090	36.76058	5.12	1.082
110.51449	0.17712	5.99	-0.069
110.55587	38.99594	6.40	1.217
110.55637	-19.01660	4.94	-0.039
110.57160	59.90200	6.36	0.282
110.57746	-2.97918	6.23	0.686
110.60579	-5.98283	5.83	0.352
110.61800	0.70083	6.43	0.995
110.71688	55.28139	5.80	-0.078
110.75290	-31.92378	5.40	-0.161
110.86724	22.94535	6.17	0.006
110.86880	25.05053	5.04	0.902
110.87080	-27.83429	5.37	1.539
110.88290	-32.20207	5.41	-0.169
110.99306	-35.83782	6.32	-0.136
111.02376	-29.30310	2.45	-0.083
111.03528	40.67239	5.23	1.249
111.07181	-22.91276	6.20	-0.088
111.11520	15.51720	6.47	-0.190
111.13939	27.63786	5.77	0.368
111.15470	-71.47066	6.49	0.120
111.16745	-16.20147	5.18	-0.035
111.18272	-31.80890	5.35	1.071
111.19731	-37.29119	6.14	0.261
111.21201	-19.01228	6.24	0.291
111.23787	51.88726	5.80	1.610
111.24241	11.66952	5.37	0.105
111.28465	-13.75198	5.79	0.432
111.33323	-21.98259	6.04	0.227
111.34151	81.25746	6.30	-0.031
111.35528	-25.21777	5.79	-0.103
111.40873	-79.09419	5.54	1.281
111.41207	9.27610	4.99	0.991
111.42908	-31.73872	6.32	-0.176
111.43165	27.79808	3.78	1.024
111.46333	-5.77496	5.98	0.901
111.59104	-51.01848	5.09	1.038
111.61578	10.60807	6.38	0.078
111.67172	11.00883	6.39	-0.126
111.67694	-34.14069	5.90	-0.153
111.67855	49.21153	4.61	-0.001
111.73471	20.25756	5.94	0.336
111.74785	-23.08602	5.65	-0.134
111.78329	-17.86486	5.60	0.314
111.78768	8.28932	2.89	-0.097
111.85766	66.33157	6.47	-0.064
111.92891	-22.85920	5.98	-0.088
111.93485	21.44525	5.20	0.455
111.96526	-11.55687	5.79	0.583
111.99650	-29.15590	5.55	-0.048
112.00804	-26.83897	6.26	1.513
112.00864	6.94197	5.22	0.221
112.04081	8.92553	4.33	1.425
112.16626	27.55294	6.36	1.223
112.19689	15.10982	6.23	-0.040
112.21313	-31.84840	5.95	-0.156
112.21420	-64.50980	6.38	1.554
112.21451	48.18393	5.70	-0.092
112.21928	46.31462	6.42	1.202
112.27048	-31.45622	5.78	-0.185
112.27373	-38.81206	5.41	-0.148
112.27800	31.78455	4.16	0.320
112.30763	-43.30143	3.25	1.509
112.32779	-1.90533	5.60	1.493
112.33517	28.11828	5.07	0.120
112.34110	-14.99866	6.05	0.479
112.34211	-10.32666	5.75	1.616
112.35683	-7.55117	5.86	0.487
112.44910	12.00656	4.55	1.276
112.45319	27.91615	5.01	1.117
112.46422	-23.02429	4.85	0.243
112.48315	49.67246	5.35	0.470
112.49885	-52.65116	5.87	1.010
112.62883	-54.39936	5.95	1.585
112.67751	-30.96228	4.65	0.904
112.71306	-5.22649	6.24	1.185
112.71957	68.46562	5.63	1.100
112.76860	82.41147	4.92	1.633
112.78660	11.20298	6.38	1.278
112.95165	17.08605	5.45	1.126
113.02401	-8.88133	5.90	0.540
113.02479	1.91448	5.24	0.230
113.09280	-35.96119	6.35	-0.096
113.29074	-24.71073	5.84	0.156
113.29861	3.29038	5.59	0.321
113.30483	-40.05852	6.27	-0.129
113.33152	-19.41252	5.64	1.121
113.34244	-14.33831	6.21	-0.061
113.35345	37.18790	6.40	1.231
113.40201	15.82666	5.27	0.055
113.44985	-14.52389	4.82	1.362
113.46268	-36.33839	5.42	-0.078
113.46465	51.31415	6.44	1.348
113.51325	-22.29607	4.44	0.521
113.52068	10.56808	6.28	0.022
113.55344	-33.46343	6.11	0.297
113.56622	3.37173	5.83	-0.018
113.57757	-23.47366	5.06	0.468
113.64498	-27.01227	5.78	1.045
113.64943	31.88828	1.58	0.034
113.66492	-51.47452	6.29	0.073
113.78667	30.96092	5.34	1.010
113.84022	-74.27496	6.33	0.016
113.84539	-28.36932	4.65	-0.111
113.91551	-52.53384	4.93	1.373
113.98061	26.89574	4.06	1.540
113.98324	43.03096	6.37	0.364
114.00668	-55.88771	6.39	1.182
114.01622	-14.49277	5.66	-0.067
114.03088	-22.16050	6.40	0.968
114.06957	-8.31130	6.27	1.541
114.13181	46.18029	5.66	1.560
114.14461	5.86217	5.89	0.602
114.17097	-19.70234	5.69	-0.165
114.18300	-48.83017	5.69	-0.037
114.19598	55.75506	5.93	1.123
114.31955	-4.11098	5.14	0.442
114.32054	-23.77540	6.34	0.540
114.32414	40.02538	6.34	1.600
114.34213	-34.96853	4.53	-0.081
114.43759	-38.01043	6.38	1.472
114.47437	48.77384	5.93	0.221
114.55987	24.36044	6.37	0.337
114.57519	-25.36480	4.69	-0.100
114.57587	-48.60144	5.68	0.683
114.63558	-38.78149	6.20	1.015
114.63693	35.04855	5.58	0.921
114.68291	-36.49683	5.78	-0.148
114.70779	-26.80384	3.80	-0.159
114.75133	-53.27336	6.06	-0.118
114.79138	34.58435	4.89	0.413
114.80003	24.22253	6.18	0.028
114.82549	5.22499	0.40	0.432
114.85082	-16.84729	6.40	1.470
114.86391	-38.30802	4.84	-0.189
114.86914	17.67452	5.04	1.616
114.93255	-38.13929	5.73	-0.125
114.94948	-38.26065	5.76	-0.071
114.97536	32.00973	6.16	0.374
114.99163	-37.57942	5.99	-0.040
115.05637	-19.66086	5.92	1.158
115.06122	38.34454	5.77	1.654
115.08756	-11.75255	6.43	1.245
115.09671	-15.26392	4.98	1.543
115.12705	87.02009	5.05	1.604
115.14802	-8.18543	6.01	0.153
115.19660	13.77125	6.23	1.393
115.20638	57.08286	6.09	1.440
115.24383	23.01853	5.93	1.561
115.30166	48.13153	5.58	1.011
115.31180	-9.55113	3.94	1.022
115.31589	-38.53353	5.41	-0.130
115.34052	-44.63217	6.41	-0.003
115.34803	-22.33672	6.16	1.644
115.39648	3.62478	5.95	-0.032
115.45525	-72.60610	3.93	1.033
115.46603	13.48045	5.79	1.669
115.51341	14.20850	5.55	1.642
115.54257	-58.63092	6.40	-0.094
115.68145	34.00022	6.05	0.469
115.70064	-26.35133	5.64	0.990
115.72221	-58.23006	6.20	1.049
115.73790	-45.17312	5.04	0.765
115.75173	58.71036	4.93	0.104
115.77258	0.18933	6.17	1.047
115.79993	-36.05009	5.60	-0.130
115.82803	28.88351	4.23	1.118
115.84242	22.39947	6.25	0.930
115.88494	-28.41088	4.63	1.632
115.92470	-40.93375	5.12	1.104
115.92881	-38.20188	6.42	-0.119
115.95195	-28.95483	3.94	0.160
116.01741	50.43379	5.31	-0.001
116.02881	25.78416	5.30	1.535
116.03181	2.40542	6.46	0.211
116.04036	-36.06250	5.80	0.320
116.05424	-69.82159	6.16	-0.032
116.05857	12.86007	6.40	1.392
116.11189	24.39799	3.57	0.932
116.14237	-24.67408	5.62	-0.191
116.14243	-37.94292	5.89	-0.115
116.18273	-66.07193	6.37	0.949
116.31373	-37.96858	3.62	1.706
116.32518	-43.75257	6.02	-0.069
116.32896	28.02620	1.16	0.991
116.37139	-14.69054	6.06	0.110
116.39593	-34.17236	5.36	0.589
116.39799	-56.72257	6.10	0.397
116.48696	-14.56380	5.03	0.342
116.50913	-6.77251	5.49	1.378
116.53103	18.51004	4.89	1.425
116.54393	-37.93367	5.87	-0.111
116.56750	10.76825	5.25	0.018
116.63922	-37.77257	6.31	1.348
116.66367	37.51739	5.15	1.588
116.66699	65.45568	5.93	1.183
116.68631	-12.67531	6.39	-0.004
116.77399	-39.33100	6.33	-0.142
116.80231	-22.51951	5.90	-0.180
116.81081	-36.07360	6.46	1.083
116.85413	-38.51114	5.07	-0.112
116.87635	33.41570	5.14	1.635
116.88128	-46.60849	5.22	-0.151
116.91053	-15.99069	6.31	1.791
116.93837	-16.01448	6.38	1.697
116.98633	-12.19270	5.48	0.478
117.02153	-25.93717	4.40	-0.070
117.03561	-40.65238	6.14	1.591
117.08125	-56.47108	6.30	1.010
117.08400	-47.07772	4.69	1.039
117.14016	23.14098	6.18	0.571
117.25698	-24.91221	5.32	0.751
117.25765	13.37187	6.07	1.367
117.27798	-56.41036	5.57	1.116
117.30360	-46.85772	5.82	-0.142
117.30376	-60.28369	5.78	0.428
117.30956	-46.37321	4.10	-0.160
117.31104	-35.24329	5.94	-0.051
117.32356	-24.85979	3.34	1.218
117.36784	-44.75116	6.32	0.962
117.37003	-13.35295	6.23	-0.078
117.38464	12.81425	6.42	0.984
117.39751	-33.28895	5.61	1.617
117.41656	-14.08536	6.34	1.660
117.41984	-19.50552	6.49	1.234
117.42081	-66.19597	5.78	-0.040
117.42167	-17.22841	5.17	1.282
117.52362	-19.52355	6.11	1.265
117.54407	-9.18344	5.60	1.446
117.59926	-50.50947	5.89	1.088
117.67712	-44.57995	6.45	0.899
117.69748	3.27725	6.17	1.106
117.71291	4.45951	6.49	0.944
117.72262	0.07956	6.38	1.237
117.73016	-11.12860	6.16	1.128
117.75033	-24.52856	6.43	-0.003
117.75982	33.23365	6.06	0.150
117.77379	54.12924	6.03	0.496
117.81393	37.08209	6.49	1.510
117.83474	-43.09523	6.34	-0.173
117.91816	-42.88820	6.05	-0.181
117.92037	-12.81941	6.37	0.384
117.92495	1.76687	5.12	-0.116
117.92927	-21.17366	5.62	0.956
117.94293	-13.89803	5.16	0.600
117.98655	19.32508	6.03	1.125
118.02996	3.27734	6.30	1.464
118.05431	-40.57579	3.71	1.012
118.06526	-34.70544	5.01	0.470
118.07866	-14.84618	5.69	0.368
118.12392	-54.36716	5.70	-0.151
118.15179	55.20944	6.36	-0.003
118.16103	-38.86281	4.49	-0.188
118.19941	-5.42826	5.76	0.412
118.26461	-36.36377	5.44	1.161
118.26514	-49.61304	4.63	-0.228
118.32566	-48.10293	4.22	-0.130
118.37423	26.76578	4.97	0.098
118.54587	-35.87729	5.48	-0.175
118.62193	47.38598	6.25	1.133
118.66632	-34.84671	6.14	1.540
118.67790	47.56460	5.47	1.462
118.72216	-57.30281	5.62	1.298
118.75177	-52.58333	6.36	-0.007
118.80770	-30.91764	6.45	1.474
118.88097	8.86284	5.86	0.369
118.91623	19.88397	5.38	-0.035
118.92012	35.41268	6.23	0.277
118.94411	-43.84505	6.02	-0.111
119.07770	-60.52644	5.74	1.554
119.09468	-30.28457	6.28	1.476
119.09961	4.48557	6.16	0.957
119.19464	-52.98236	3.46	-0.177
119.21475	-22.88012	4.20	0.718
119.24084	-43.50041	5.36	-0.166
119.24096	-42.40648	6.09	1.361
119.24772	15.79028	5.80	1.285
119.30317	-63.29683	6.14	-0.103
119.31616	8.64122	6.03	1.000
119.31789	1.12703	6.35	0.507
119.32676	-44.10986	5.08	-0.166
119.33362	-47.89071	6.21	-0.099
119.41711	-30.33457	4.76	0.151
119.44548	-60.30307	5.59	0.573
119.46550	-45.57767	5.14	1.263
119.47837	-40.78435	6.46	0.979
119.52457	7.21353	6.42	-0.031
119.56016	-49.24491	4.47	-0.180
119.56902	43.97737	6.36	1.043
119.58605	2.22477	5.30	0.933
119.58930	-51.44847	6.44	0.260
119.63113	16.51868	6.05	1.468
119.71063	-60.82446	5.77	-0.082
119.75751	-45.21584	5.98	-0.143
119.77381	-23.31040	5.09	1.111
119.80127	-49.97685	6.35	-0.151
119.80648	-49.97377	6.37	-0.089
119.81568	-73.24417	6.33	0.128
119.86819	-39.29694	5.22	0.400
119.89606	13.24217	6.05	1.325
119.90643	-60.58706	5.19	1.758
119.91703	-60.20735	6.30	-0.050
119.93397	-3.67958	4.93	1.205
119.96688	-18.39923	4.61	0.087
120.04891	73.91792	5.37	1.424
120.06120	-48.98151	6.01	0.042
120.08319	-63.56746	4.81	-0.173
120.12067	-48.87177	6.13	-0.085
120.18389	-2.88192	6.41	-0.087
120.19711	17.30870	5.60	1.317
120.20043	19.81622	6.30	1.109
120.20807	-54.15128	5.87	-0.134
120.23281	25.39284	5.87	1.021
120.25325	23.58309	6.34	1.160
120.26418	-6.41919	6.45	0.838
120.30556	-1.39261	4.69	1.475
120.30788	4.87982	5.65	0.013
120.33657	59.04740	5.78	0.421
120.34601	-54.51553	6.12	-0.044
120.37620	16.45531	5.99	-0.024
120.38153	-55.45466	6.28	-0.146
120.40636	-37.28372	5.90	0.147
120.42689	60.32435	6.02	0.158
120.43233	25.08947	6.32	0.023
120.46137	8.91399	6.22	0.570
120.47992	35.41307	6.34	1.564
120.52556	-37.05004	6.31	1.599
120.56640	2.33457	4.39	1.252
120.60821	-6.33714	6.34	0.615
120.62836	63.09031	6.09	0.580
120.64909	57.27363	6.48	0.649
120.68660	-41.30983	5.52	-0.152
120.76734	-32.46355	5.83	1.225
120.87336	-42.94833	6.28	1.008
120.87950	27.79433	4.94	1.130
120.89603	-40.00315	2.21	-0.269
121.06746	-32.67483	5.25	1.882
121.13599	-25.69974	6.35	1.461
121.17257	-19.72815	6.12	-0.154
121.17667	-50.59040	5.96	1.213
121.17888	-62.83635	6.25	-0.093
121.18876	18.84202	6.21	-0.042
121.19612	79.47961	5.39	-0.040
121.26545	-53.10792	5.52	1.347
121.26870	13.11822	5.14	0.018
121.33460	-46.97841	6.18	-0.138
121.40441	27.52974	6.21	0.010
121.43702	-33.56944	6.15	1.098
121.45681	-0.57332	6.40	1.058
121.57665	22.63549	5.96	1.652
121.61422	-9.24446	6.25	-0.006
121.66808	-45.26602	5.04	1.488
121.67336	-48.49739	6.34	-0.172
121.79143	43.26036	6.35	-0.020
121.82517	-20.55434	5.33	0.100
121.88604	-24.30432	2.83	0.458
121.94107	21.58182	5.30	0.642
121.98247	-68.61706	4.35	-0.113
122.10267	-63.80082	6.32	-0.058
122.11436	51.50667	4.78	0.048
122.14853	-2.98379	4.36	0.970
122.15684	-37.68122	6.36	-0.054
122.17686	13.64092	6.25	0.480
122.18158	-20.36317	6.37	0.141
122.23686	-11.33965	6.31	0.011
122.25279	-61.30243	4.74	0.437
122.25682	-19.24501	4.40	-0.160
122.28961	-48.68441	5.66	-0.101
122.29245	-35.45501	6.21	0.892
122.34605	42.43061	6.26	1.263
122.36889	-16.24892	5.66	-0.153
122.38313	-47.33659	1.75	-0.145
122.39014	-56.08538	5.66	0.204
122.39659	29.09308	6.47	0.804
122.39964	-44.12277	5.20	-0.173
122.42981	-47.93719	5.23	-0.199
122.44872	-42.64080	6.27	-0.036
122.51574	58.24824	5.91	1.365
122.55461	25.84448	6.44	1.420
122.58568	-49.23735	6.46	-0.140
122.61326	25.50733	5.73	0.825
122.66594	-13.79921	5.53	0.488
122.74535	14.62947	6.22	0.010
122.75701	-37.29237	6.42	-0.045
122.79496	-48.46199	5.83	-0.146
122.81794	-12.92700	4.72	0.939
122.81916	9.82123	6.08	-0.104
122.82533	54.54024	6.48	0.940
122.83956	-39.61855	4.44	1.590
122.85789	-42.98728	4.73	0.164
122.88752	-7.77254	5.36	0.892
122.99987	-46.64435	5.77	0.626
123.02524	-43.40044	6.48	1.704
123.05303	17.64777	4.67	0.531
123.12830	-46.26429	6.00	-0.113
123.20328	68.47407	5.34	1.037
123.21481	-37.92447	6.40	0.108
123.24888	16.51432	6.03	0.890
123.28695	29.65654	5.62	-0.073
123.33320	-15.78822	4.99	1.066
123.34073	-1.16589	6.48	0.918
123.37299	-35.89952	4.78	-0.110
123.39269	-50.19607	5.52	1.651
123.40064	-46.99163	5.14	-0.139
123.42114	-33.56953	6.38	1.141
123.44021	-46.57868	6.49	-0.159
123.45907	56.45225	5.88	1.016
123.49297	-36.32228	5.09	-0.184
123.49458	-36.34078	6.11	-0.185
123.51217	-40.34789	4.42	1.170
123.54598	-32.14071	6.07	-0.159
123.54642	17.67596	6.47	0.331
